Iteration,Temp,Cost
0,50,46
1,50.0,47
2,49.5020956047976,46
3,49.00816647033601,46
4,48.518188745146475,45
5,48.032138673357125,45
6,47.549992594501,46
7,47.07172694332409,44
8,46.59731824959338,45
9,46.12674313790488,44
10,45.65997832749169,45
11,45.197000632032,46
12,44.73778695945713,47
13,44.28231431175962,46
14,43.83055978480122,47
15,43.3825005681209,46
16,42.938113944743,45
17,42.49737729098514,43
18,42.060268076266354,42
19,41.62676386291506,42
20,41.19684230597715,39
21,40.770481153024,42
22,40.34765824396052,42
23,39.92835151083316,41
24,39.51253897763803,40
25,39.10019876012884,43
26,38.691309065625,43
27,38.285848192819635,43
28,37.88379453158765,43
29,37.48512656279372,42
30,37.08982285810037,42
31,36.697862079775994,42
32,36.30922298050292,42
33,35.92388440318542,44
34,35.54182528075772,43
35,35.16302463599214,43
36,34.787461581307,44
37,34.41511531857477,45
38,34.045965138930065,43
39,33.67999042257765,41
40,33.317170638600544,44
41,32.957485344768,44
42,32.600914187343584,44
43,32.24743690089319,44
44,31.897033308093103,42
45,31.549683319537994,42
46,31.205366933549005,40
47,30.864064235981758,39
48,30.525755400034406,37
49,30.19042068605567,39
50,29.858040441352884,38
51,29.5285951,41
52,29.202065182645683,42
53,28.878431296321295,43
54,28.557674134248963,42
55,28.239774475649607,42
56,27.924713185551,42
57,27.61247121459577,46
58,27.30302959884946,49
59,26.99636945960857,48
60,26.69247200320858,46
61,26.391318520832,47
62,26.092890388316416,47
63,25.79716906596251,46
64,25.504136098342098,49
65,25.213773114106186,48
66,24.926061825793003,49
67,24.640984029636027,49
68,24.358521605372037,50
69,24.078656516049143,53
70,23.801370807834836,52
71,23.526646609824002,50
72,23.254466133846993,50
73,22.984811674277644,50
74,22.71766560784131,49
75,22.45301039342292,50
76,22.190828571875002,48
77,21.93110276582572,46
78,21.673815679486932,43
79,21.418950098462197,42
80,21.166488889554852,45
81,20.916415000576002,44
82,20.66871146015261,42
83,20.4233613775355,41
84,20.18034794240741,41
85,19.939654424691017,42
86,19.701264174357004,44
87,19.46516062123206,46
88,19.23132727480695,49
89,18.999747724044536,48
90,18.770405637187828,46
91,18.543284761568,46
92,18.318368923412464,44
93,18.095642027652875,44
94,17.875088057733183,44
95,17.656691075417672,43
96,17.440435220599003,44
97,17.226304711106234,41
98,17.014283842512885,41
99,16.804356987944953,40
100,16.596508597888963,40
101,16.390723200000004,37
102,16.186985398909762,38
103,15.985279876034571,41
104,15.785591389383438,41
105,15.587904773366088,43
106,15.392204938601001,45
107,15.198476871723448,43
108,15.006705635193539,43
109,14.816876367104246,42
110,14.628974280989455,42
111,14.442984665632,40
112,14.258892884871695,36
113,14.076684377413388,36
114,13.896344656634973,39
115,13.717859310395463,43
116,13.541214000843,44
117,13.366394464222905,44
118,13.193386510685714,44
119,13.022176024095222,46
120,12.852748961836511,43
121,12.685091354624001,41
122,12.519189306309473,41
123,12.355028993690123,41
124,12.19259666631659,40
125,12.031878646301,43
126,11.872861328125,41
