Iteration,Temp,Cost
0,100,47
1,100.0,48
2,99.50104890059986,47
3,99.004091608796,47
4,98.50912214317165,46
5,98.0161345342848,45
6,97.52512282465628,47
7,97.03608106875768,46
8,96.54900333299942,48
9,96.06388369571873,49
10,95.58071624716764,47
11,95.099495089501,46
12,94.62021433676446,48
13,94.14286811488249,49
14,93.66745056164636,51
15,93.19395582670218,50
16,92.72237807153884,49
17,92.25271146947608,47
18,91.78495020565245,47
19,91.3190884770133,46
20,90.85512049229881,45
21,90.393040472032,44
22,89.93284264850669,47
23,89.47452126577554,47
24,89.01807057963802,47
25,88.56348485762842,47
26,88.11075837900391,49
27,87.65988543473242,49
28,87.21086032748073,48
29,86.76367737160251,48
30,86.31833089312617,48
31,85.874815229743,50
32,85.43312473079514,49
33,84.99325375726355,49
34,84.555196681756,50
35,84.11894788849516,49
36,83.68450177330647,49
37,83.25185274360626,47
38,82.82099521838968,49
39,82.39192362821875,47
40,81.9646324152103,47
41,81.539116033024,48
42,81.11536894685041,49
43,80.69338563339892,47
44,80.27316058088573,47
45,79.85468828902196,49
46,79.43796326900153,49
47,79.02298004348923,49
48,78.60973314660869,49
49,78.19821712393045,45
50,77.7884265324598,45
51,77.380355940625,44
52,76.9739999282651,45
53,76.56935308661804,46
54,76.16641001830861,45
55,75.76516533733646,45
56,75.3656136690641,45
57,74.96774965020492,45
58,74.57156792881116,46
59,74.17706316426197,43
60,73.7842300272513,44
61,73.393063199776,45
62,73.0035573751238,43
63,72.61570725786133,44
64,72.22950756382203,43
65,71.84495302009422,43
66,71.46203836500916,44
67,71.08075834812892,44
68,70.70110773023451,43
69,70.32308128331374,45
70,69.94667379054937,45
71,69.571880046307,46
72,69.19869485612314,45
73,68.82711303669318,44
74,68.45712941585937,43
75,68.08873883259886,41
76,67.72193613701172,43
77,67.35671619030886,45
78,66.9930738648001,42
79,66.63100404388214,43
80,66.27050162202661,42
81,65.911561504768,41
82,65.5541786086917,40
83,65.198347861422,42
84,64.84406420161007,41
85,64.491322578922,43
86,64.14011795402678,44
87,63.790445298584295,43
88,63.44229959523334,43
89,63.095675837579584,45
90,62.75056903018364,46
91,62.406974188549,44
92,62.06488633911006,45
93,61.72430051922015,44
94,61.38521177713948,44
95,61.0476151720232,41
96,60.71150577390934,41
97,60.37687866370686,41
98,60.043728933183644,41
99,59.71205168495448,42
100,59.38184203246905,43
101,59.05309509999999,42
102,58.72580602263085,43
103,58.39996994624407,42
104,58.07558202750906,43
105,57.75263743387009,40
106,57.4311313435344,41
107,57.11105894546016,41
108,56.792415439344424,43
109,56.4751960356112,44
110,56.15939595539944,44
111,55.84501043055099,43
112,55.532034703598654,46
113,55.22046402775416,45
114,54.91029366689616,44
115,54.60151889555825,45
116,54.29413499891697,45
117,53.98813727277977,45
118,53.68352102357304,46
119,53.380281568330176,48
120,53.07841423467941,47
121,52.77791436083199,47
122,52.47877729557009,46
123,52.180998398234806,44
124,51.88457303871421,43
125,51.5894965974313,40
126,51.29576446533203,41
127,51.00337204387329,45
128,50.712314745010936,47
129,50.422587991187775,45
130,50.13418721532155,44
131,49.847107860792995,45
132,49.56134538143374,44
133,49.27689524151442,43
134,48.99375291573261,45
135,48.71191388920083,43
136,48.43137365743459,43
137,48.15212772634034,43
138,47.87417161220349,43
139,47.59750084167643,44
140,47.32211095176649,40
141,47.047997489824,40
142,46.775156013530214,38
143,46.50358209088539,37
144,46.23327130019673,38
145,45.96421923006644,37
146,45.69642147937965,38
147,45.429873657292504,39
148,45.1645713832201,39
149,44.90051028682452,39
150,44.6376860080028,38
151,44.376094196874995,39
152,44.11573051377211,43
153,43.856590629224115,45
154,43.598670223948005,45
155,43.34196498883573,45
156,43.086470624942216,45
157,42.83218284347339,45
158,42.57909736577417,43
159,42.327209923316445,42
160,42.07651625768709,40
161,41.82701212057599,40
162,41.57869327376402,38
163,41.331555489111004,39
164,41.08559454854382,37
165,40.840806244044295,39
166,40.59718637763728,41
167,40.354730761378605,39
168,40.1134352173431,40
169,39.87329557761261,42
170,39.634307684263966,41
171,39.396467389357,40
172,39.159770554922545,39
173,38.92421305295045,42
174,38.689790765377566,44
175,38.45649958407574,46
176,38.22433541083984,46
177,37.99329415737573,46
178,37.763371745288296,49
179,37.53456410606942,47
180,37.30686718108602,47
181,37.08027692156799,48
182,36.854789288596294,46
183,36.63040025309086,47
184,36.40710579579866,45
185,36.18490190728167,47
186,35.963784587904904,48
187,35.743749847824375,47
188,35.524793706975146,47
189,35.30691219505926,48
190,35.090101351533846,46
191,34.87435722559899,44
192,34.659675876185865,42
193,34.44605337194463,43
194,34.23348579123249,43
195,34.021969222101674,42
196,33.81149976228747,43
197,33.602073519196146,42
198,33.39368660989305,41
199,33.18633516109056,41
200,32.98001530913606,40
201,32.7747232,39
202,32.57045498926386,42
203,32.36720684210816,39
204,32.164974933300456,41
205,31.96375544718337,40
206,31.76354457766253,41
207,31.56433852819464,39
208,31.366133511775427,40
209,31.168925750927688,39
210,30.97271147768925,40
211,30.777486933601,38
212,30.58324836969487,37
213,30.389992046481847,39
214,30.197714233939973,40
215,30.00641121150234,42
216,29.816079268045094,42
217,29.626714701875446,42
218,29.43831382071966,44
219,29.250872941711055,42
220,29.06438839137802,42
221,28.878856505632,44
222,28.694273629755504,44
223,28.510636118390096,44
224,28.327940335524424,45
225,28.14618265448219,43
226,27.965359457910157,43
227,27.785467137766172,41
228,27.60650209530715,42
229,27.42846074107706,40
230,27.25133949489497,38
231,27.075134785843,40
