Iteration,Temp,Cost
0,150,48
1,150.0,48
2,149.2515484008498,48
3,148.5060876127944,49
4,147.7636086634095,50
5,147.0241025982336,49
6,146.28756048075002,47
7,145.55397339236887,48
8,144.82333243240907,47
9,144.09562871808032,46
10,143.3708533844652,44
11,142.648997584501,44
12,141.9300524889619,46
13,141.2140092864409,47
14,140.50085918333173,46
15,139.790593403811,45
16,139.0832031898201,44
17,138.37867980104727,42
18,137.67701451490962,43
19,136.9781986265349,42
20,136.28222344874385,43
21,135.589080312032,45
22,134.89876056455165,46
23,134.21125557209393,45
24,133.52655671807088,43
25,132.84465540349723,42
26,132.16554304697266,45
27,131.48921108466362,44
28,130.8156509702854,46
29,130.1448541750841,44
30,129.47681218781872,46
31,128.811516514743,47
32,128.1489586795876,46
33,127.48913022354195,45
34,126.83202270523637,46
35,126.17762770072396,45
36,125.52593680346273,46
37,124.87694162429749,46
38,124.23063379144185,48
39,123.58700495046037,49
40,122.94604676425035,49
41,122.30775091302401,47
42,121.67210909429038,47
43,121.03911302283733,46
44,120.4087544307136,46
45,119.78102506721076,46
46,119.15591669884529,45
47,118.53342110934044,44
48,117.91353009960835,46
49,117.29623548773205,46
50,116.68152910894736,47
51,116.06940281562501,47
52,115.45984847725256,45
53,114.85285798041645,47
54,114.24842322878398,48
55,113.64653614308526,48
56,113.04718866109536,48
57,112.45037273761612,48
58,111.85608034445832,48
59,111.26430347042358,47
60,110.67503412128636,45
61,110.088264319776,43
62,109.50398610555877,43
63,108.92219153521974,44
64,108.34287268224489,45
65,107.76602163700304,43
66,107.19163050672792,43
67,106.61969141550013,43
68,106.05019650422916,43
69,105.48313793063535,41
70,104.91850786923193,45
71,104.35629851130702,47
72,103.79650206490561,47
73,103.23911075481158,48
74,102.68411682252973,47
75,102.13151252626767,48
76,101.58129014091799,45
77,101.03344195804007,46
78,100.48796028584226,46
79,99.94483744916376,47
80,99.40406578945668,46
81,98.86563766476802,48
82,98.32954544972166,48
83,97.7957815355004,48
84,97.26433832982792,45
85,96.7352082569508,48
86,96.20838375762054,49
87,95.6838572890755,51
88,95.161621325023,50
89,94.6416683556212,49
90,94.1239908874612,50
91,93.60858144354901,47
92,93.09543256328753,45
93,92.58453680245857,48
94,92.07588673320485,50
95,91.56947494401201,50
96,91.06529403969061,50
97,90.56333664135808,50
98,90.06359538642081,52
99,89.5660629285561,49
100,89.07073193769412,50
101,88.57759510000001,49
102,88.08664511785581,51
103,87.59787470984249,50
104,87.11127661072192,51
105,86.6268435714189,50
106,86.14456835900317,51
107,85.66444375667137,49
108,85.1864625637291,49
109,84.71061759557281,48
110,84.236901683672,47
111,83.765307675551,45
112,83.29582843477112,47
113,82.82845684091258,45
114,82.36318578955652,46
115,81.90000819226707,48
116,81.43891697657324,49
117,80.97990508595099,49
118,80.52296547980521,47
119,80.06809113345179,48
120,79.61527503809947,47
